,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_023,alpha_024,alpha_025,alpha_026,alpha_027,alpha_028,alpha_029,alpha_030,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_117,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_136,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_143,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_149,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191
600176.XSHG,-0.405589428,-0.261111111,-0.08,-1,-0.879049073,-0.643333333,0.971465324,0.409395973,2.03E-10,0.476666667,-5440290.396,0.18541387,0.043930731,0.25,-0.00262697,-0.892255892,0.753379402,1.022686025,0.022182786,0.535236396,0.032380952,0.003052903,47.16851,0.184845121,-0.458888889,0.719595281,609.3800579,74.05340671,443910.9848,,1.776038531,-0.043478261,-0.062826667,0.982549542,0.24,0.161616162,-3.917071191,-0.12,-0.05,104.6066953,-0.27090301,-0.130156708,-4227579,1.533333333,0.022733333,0.981634502,37.96277355,-0.113695084,0.430188679,0.139622642,0.569811321,9.34,50,0.05,12.60461405,1,214.2213372,45,10.98,130706707.2,-0.155932203,-0.717418934,60.21818021,-0.667857143,0.987133984,1.303370787,59.41824146,3.31E-08,0.503957784,256659153.2,4.995924071,39.72771191,0.5090301,0.517744108,0.75862069,0.729047453,0.580536913,46.77641716,61.11997588,14.02685953,54611650.8,41.25329477,-0.044368601,41334009,0.1625,1,,0.111439842,0.0301617,-0.074074074,-0.248272018,-0.528619529,1.88,126867176,300015940,218.483926,25374835.85,-2.29,-0.026666667,26234224.51,1,57.65314913,10,-0.146241988,-0.382684303,1.13,-0.146859468,-0.556351216,0.965768221,143.2343234,-982556.3433,19.49152542,-0.456211601,-0.878505353,0.338654984,0.056097744,0.256347656,105.4131054,0.237174763,1.361538462,-0.17114094,0.002011804,-1,0.134921858,0.532374101,11.26,1.313485114,53.53231078,0.95,0.42,0.40666995,541482550.2,85,3529249.745,1.067471147,-0.025948747,-4.266666667,,-0.45791907,,-0.04109589,-0.053655,43.19291494,3.61E-11,43.74017229,0.014629005,0.055323427,1,0.639695366,933874774.9,0.670669972,0.02271571,11.06302083,-1,3752596.486,-0.722408027,0.75,0.023957409,-3055.108522,0.208883171,0.365833333,0.453132626,0.899328859,1360.959327,,0.000200554,1.41,-1.681504001,0.020993482,0.1211103,-1.317980708,40.63954973,13.9206891,0.201726281,0.351666667,0.520772066,95,-1089369.996,0.475052897,-0.691666667,-0.003498282,6,,1.102852349,0.566666667,44.75695003,3.79,-23.02203623,0.149444444,-1.20541189,0.861444435
600177.XSHG,0.217833122,-0.785714286,-0.01,1,-0.884651737,-0.643333333,0.361493289,0.60738255,3.30E-10,0.353333333,-24608672.16,0.089597315,0.00727726,0.1,-0.002312139,-0.474576271,0.950306449,1.011641444,0.01150748,-0.458190149,0.055285714,-0.001472855,59.79426464,0.219155124,-0.484555556,0.771288235,-98.91823302,77.40214328,-77955.45475,,3.370340999,-0.622110994,-0.0752,0.967395474,0.223333333,0.414141414,-1.222545531,-0.14,0.083333333,182.104404,-0.16722408,-0.156476003,29296459,0.383333333,0.266333333,0.967934887,28.40502566,-0.272202785,0.296296296,0.407407407,0.703703704,4.366666667,58.33333333,0.203333333,23.51519888,1,473.9840341,65,9.41,60836429.61,-0.726666667,-0.228771339,74.24550798,-0.360544218,0.985999233,1.419957207,70.22096397,4.71E-08,0.825112108,68304999.77,8.078976007,30.4427524,-0.575250836,0.857508418,0.655172414,0.774231361,0.255033557,53.31847622,74.07686411,-36.68288728,17468645.79,32.57060048,-0.389078498,131867150,0.1125,1,,0.177506775,0.074655681,-0.464646465,-0.256086957,-0.326599327,0.39,122190353,80626333.75,470.8760604,10262357.81,-1.77,-0.58,9085806.718,1,46.22263296,5,0.041020648,-0.245905929,1.31,-0.160743917,-0.698979895,1.04263824,259.8039216,-2195329.726,47.22222222,-0.09163803,-0.080233238,0.810605581,0.060932331,0.046142578,185.6,0.218422992,2.106382979,-0.569353693,0.002827167,1,0.151252479,2.858281787,8.663333333,0.458190149,70.8776024,0.38,1.105273973,0.545492173,136096384.5,90,1444365.673,1.070148818,-0.095641766,0.84,,-0.541368488,,-0.020547945,-0.024546667,4.475637773,5.85E-11,46.72071158,0.044077457,0.062753497,1,0.422737405,147396030.1,0.552664496,0.017229774,8.411354167,1,550033.0823,-0.397993311,0.916666667,0.016110472,-4223.059595,0.102443168,0.206666667,0.328107844,0.624161074,7379.501264,,-0.003113576,1.06,-1.038026033,0.016329173,-0.097651102,-3.541820333,69.81485754,11.03850869,0.167702743,0.211666667,-0.697682751,95,78676.43006,0.012797761,-0.716666667,-0.003498282,3,,1.111465324,0.68,76.15423184,2.23,-29.8942285,0.103611111,-0.794139269,0.92534913
600188.XSHG,-0.622154715,-1.02,1.06,1,-0.906326967,-0.643333333,0.54966443,0.479865772,7.66E-10,0.465,17561709.26,0.315436242,0.025755332,0.4,-0.003690037,-0.791245791,0.622200064,1.038387716,0.036968577,5.97453477,0.190285714,0.001290857,66.61680321,0.697405375,-0.733933333,0.716549427,-402.3111987,81.98078343,2443362.05,,6.872993662,-1.111042833,-0.07004,0.93569008,0.563333333,0.32996633,-0.459291351,-0.05,0.406666667,223.5919006,-0.591973244,-0.248047424,235173313,1.733333333,0.137122222,0.952075632,25.71768456,-0.098395979,0.199376947,0.601246106,0.800623053,7.506666667,75,0.42,37.06745844,1,585.3702277,70,2.44,165066829.9,-0.555932203,-0.268065573,86.85976893,-0.946428571,0.985674677,1.453352086,68.14281216,8.71E-08,0.856368564,203366261.7,12.8650904,31.1998688,0.545819398,1.343501684,0.689655172,0.666996765,0.322033898,73.49549952,79.46186437,-50.71472096,40599007.4,35.28749356,-0.62116041,389615769,0.09375,0.02,-1.677966102,0.22259887,0.290021041,-0.791245791,-0.294816054,-0.666666667,0.53,465028039,201230407.5,523.5661456,17671743.02,-2.3,-0.723333333,18089014.48,1,47.10988394,5,0.046505542,-0.072384663,1.97,-0.078454722,-0.513189016,1.056330934,237.5690608,586745.9834,77.27272727,-0.444513867,-0.989354066,0.913645797,0.110345865,0.100708008,193.5643564,0.162966952,1.162601626,,0.003026854,1,0.210221752,0.576820513,10.78,0.184501845,75.07862782,0.25,1.913007519,0.177852349,374235792.9,90,7623208.783,1.049756107,-0.044360588,-1.988349515,,-0.207940255,0.666666667,-0.643835616,-0.049793,32.19249219,4.90E-11,38.80369879,0.012781101,0.094723193,1,0.514884173,440861822.9,0.494962539,0.01736734,10.30145833,-1,483101.6348,-0.701342282,0.503333333,0.022181146,-2748.271364,0.116154267,0.378333333,0.959679697,0.741610738,4534.276664,,-0.005556321,1.95,-1.086167143,0.021638561,-0.263024667,-2.972375879,74.20623154,13.57261217,0.232911285,0.418333333,-0.288086064,95,-75454.37823,0.262280163,-0.966666667,-0.003498281,5,,1.524944072,0.903333333,55.36100411,3.69,-33.45937569,0.434444444,-1.139998562,0.881018515
600196.XSHG,-0.699538718,-0.56754386,3.53,-1,-0.612372436,-0.643333333,0.053277405,0.234899329,5.75E-09,0.806666667,-2033734.358,0.701856823,0.015465151,1.25,0,-0.915824916,0.354534792,1.044060627,0.042201215,11.43717081,0.594761905,0.001861762,62.58197519,2.08677181,-1.0472,-0.068539454,879.3168918,94.19350763,4139971.389,,8.53129771,-2.689109723,-0.08664,0.921393203,0.593333333,0.558922559,-0.012751523,-0.39,0.53,290.9498272,-0.906354515,-0.515417608,255269245,1.8,0.435733333,0.939399055,27.07011373,-0.103357475,0.208182912,0.583634176,0.791817088,25.91,66.66666667,0.636666667,95.23872228,-1,561.8799928,70,7.57,109562205.5,-0.888135593,0.091923605,86.6123989,-0.867346939,0.976423588,2.414568086,66.30617026,6.74E-07,0.740084388,531804260.2,14.8655636,32.65208081,0.535785953,0.921178451,0.689655172,0.786350553,0.457627119,93.00893311,77.79917284,-58.17165567,39743395.23,36.32246384,-0.764505119,394145028,0.0375,-0.05,-1.928813559,0.254022015,0.79716353,-0.892255892,-0.597235229,-1,3.08,482715682,541275536.5,478.372665,20021609.8,-8.63,-0.738333333,17882066.08,1,44.84258728,10,0.587850627,0.399679333,6,-0.198615926,-0.42455614,1.043503189,209.6774194,-3802915.671,64.32748538,-0.068236778,-2.899701138,0.932310901,0.309481203,0.028991699,162.2770919,0.336120401,0.285106383,-0.882550336,0.00248679,1,0.304067701,0.927635328,29.47333333,0,68.19257391,1.22,0.436637555,0.315436242,997992787.3,85,6315188.628,1.075203162,-0.0616533,6.227096774,,-0.355692114,0.361774744,-0.732876712,-0.0098,50.95293948,2.97E-11,36.98707328,0.013390327,0.253898601,1,0.471626161,1066861366,1.784604527,0.031418987,27.825,-1,553995.797,-0.919463087,0.273333333,0.027008778,-2204.763138,0.504011398,1.173333333,1,0.369127517,550.6132774,,-0.004100922,5.62,-0.975212159,0.079322892,-0.66041984,-3.41547048,59.07762473,34.12279496,0.855713325,1.423333333,0.337819377,95,61206.48123,0.031033149,-36197513,-0.003498282,6,,1.542572707,0.916666667,49.20212844,11.85,-25.8231297,1.474444444,-0.58754183,0.717530961
600208.XSHG,0.886109851,-0.571428571,-4.44E-16,1,-0.793492048,-0.643333333,0.294826622,0.657718121,5.93E-11,0.113333333,-94583964.53,0.019440716,-0.004178627,0.1,-0.013297872,-0.602693603,0.945416692,1.027173913,0.026455026,2.162162162,0.077380952,-0.004573874,69.94646492,0.279188947,-0.386277778,0.893455428,-15.33115922,71.8108702,1536626.227,,8.438919436,-1.095508436,-0.033,0.922178131,0.233333333,0.569023569,-1.016827119,-0.07,-0.21,258.5170494,-0.227424749,-0.150046548,108794778,0.916666667,0.256755556,0.935736332,31.40357958,-0.24176097,0.290780142,0.418439716,0.709219858,3.123333333,75,0.393333333,16.86463295,1,886.6601876,80,0.99,229433933.2,-0.926666667,-0.043657494,85.66461149,-0.479591837,0.983686067,1.658449126,76.51171364,7.67E-09,0.9,155788222.1,18.21735731,34.28760925,0.17458194,1.193063973,0.793103448,0.705380891,0.271812081,59.09991509,84.2716717,-58.52685024,74188145.62,36.95074748,-0.235494881,726387710,0.0875,-0.02,,0.330985915,0.122833624,-0.215488215,-0.019314381,-0.733333333,0.17,671052297,176323642.3,893.7494072,45230216.76,-0.96,-0.343333333,45456176.1,-1,44.94051344,10,0.035154145,0.327043956,0.94,-0.052683889,-0.739370946,1.115553598,285.5072464,1226701.385,74.19354839,-0.18226943,-0.314356104,0.852106867,0.058112782,0.0703125,197.6190476,0.002624568,18.28571429,-0.639675101,0.009060349,-1,0.366752863,14.88222222,3.766666667,0,65.03718361,0.12,1.896230769,0.543624161,232706222.7,65,15869768.44,1.082633858,-0.283045055,0.660983607,,-0.428856145,0.333333333,-0.705479452,-0.05145,12.71501284,7.54E-11,51.58274045,0.029340117,0.054087995,1,0.271853623,267693094,0.268828214,0.01663265,3.537083333,1,78631.3216,-0.575250836,0.766666667,0.031746032,-2102.895279,0.042526925,0.1725,0.668528082,0.593959732,24880.21837,,-0.009115395,0.81,-1.049905529,0.01058235,0.066525975,-1.821547684,90.05156287,5.160836382,0.100860161,0.193333333,-0.668549928,75,378026.3989,0.335494733,-0.9,-0.003498281,2,,1.361677852,0.328333333,73.52354365,1.7,-27.92834488,0.150833333,-1.620035361,0.712800548
600219.XSHG,-0.892626795,-1.022727273,0.23,-1,-0.891042111,-0.643333333,0.037298658,0.567114094,1.61E-11,0.08,96552329.77,0.050111857,0.002021047,0.15,-0.003831418,-0.932659933,0.975743436,1.06,0.056603774,8.606557377,0.044142857,0.003108978,56.3010103,0.167727074,-0.166833333,0.830960005,-132.9382673,91.97678346,12840569.37,,8.717948718,,-0.02548,0.919811321,0.146666667,0.441077441,-0.647400679,-0.09,-0.31,203.4966399,-0.080267559,-0.047548596,717545430,1.8,0.4292,0.936281447,25.7449521,-0.192290824,0.142857143,0.714285714,0.857142857,1.563333333,66.66666667,0.39,10.64813241,1,837.3682809,60,5.32,488536424.6,-0.88,-0.0468054,92.61526541,,0.966666667,3.448275862,75.01578487,1.48E-09,0.930232558,198935750.3,14.28571429,32.81917126,0.672909699,1.234040404,0.655172414,0.897889043,0.545762712,91.75489252,85.6182284,-57.19315722,128851818.7,36.83239462,,1139113071,0.05,-0.04,-0.57740113,0.226851852,0.073368217,-0.595959596,-0.055211817,-1,0.06,1054960771,212300974.5,733.1738999,84180024.9,-0.54,-0.285,82464606.13,-1,49.01855729,10,0.043106557,,0.49,-0.107055,-0.395765566,1.163366717,309.6774194,-18853753.87,80,-0.350932,-0.224061125,0.959695077,0.026255639,0,300,0.190510742,44.2,-0.485013936,0.007206949,1,1.939584505,36.704,2.63,0,79.41826936,0.05,1.469846939,0.610738255,272980876.7,85,26523588.8,1.040506322,-0.04268401,0.84,,-0.297795417,,,-0.162883333,5.26545714,5.92E-11,53.34068115,0.022196534,0.021643357,1,0.539675561,392383341.8,0.107208595,0.007195296,2.481145833,1,4145246.02,-0.682274247,0.795,0.030188679,-2993.679742,0.030087555,0.080833333,1,0.520134228,22562.99773,,-0.007348341,0.45,-1.322906773,0.003605454,-0.268520912,-6.364076774,95.43716739,3.540760254,0.050874688,0.1,0.237155463,95,2286516.276,,-1,-0.003498281,3,,1.279049217,0.316666667,70.00131331,0.86,-2.600626904,0.108055556,-2.016510236,0.952364128
600221.XSHG,-0.788006375,-0.5,0.15,1,-0.986116865,-0.281666667,1.130419463,0.761744966,7.37E-12,0.073333333,4406049.833,0.015123043,0.006792476,0.03,-0.004545455,-0.683501684,0.98869518,1.013574661,0.013392857,3.703703704,0.02652381,-0.002721208,61.11224982,0.09849593,-0.107,0.857928227,-29.82246863,77.53709664,7272427.222,,5.743509048,-1.409387641,-0.00864,0.945684524,0.06,0.127946128,-0.572014604,-0.07,-0.796666667,271.0373323,-0.066889632,-0.026239742,718392584,0.916666667,0.3103,0.952752976,29.50847523,-0.12468239,0.169811321,0.660377358,0.830188679,1.476666667,66.66666667,0.24,6.780434599,1,537.5870807,65,2.46,472942718.7,-0.583333333,-0.680384153,79.16385235,,0.982886905,1.741105223,68.80328621,8.22E-10,0.823529412,158292282.2,11.07438017,34.8567171,-0.856187291,0.521750842,0.655172414,0.819654343,0.338926174,63.28381246,76.31940953,-40.02214252,140671899.3,38.55650284,-0.228668942,1297109216,0.225,-0.04,-0.622033898,0.172774869,0.044498371,-0.404040404,-0.005072464,-0.666666667,0.12,1410433370,198685990.8,535.1843202,85866453.67,-0.45,-0.42,88594833.99,-1,54.45854351,10,0.004751573,0.484646965,0.33,-0.103218181,-0.880090053,1.093768857,190.4761905,-18048470.76,67.44186047,-0.354831245,-0.148146033,0.850211597,0.020954887,0.006835938,242.8571429,-0.089870189,76.33333333,-0.040268456,0.007987164,1,3.05469735,43.74222222,2.226666667,0,86.1858827,0.07,2.135833333,0.644295302,254007321,65,29201592.38,1.037087726,-0.354286305,0.916363636,,-0.444710843,0.333333333,-0.76369863,-0.28515625,2.965813661,8.30E-11,53.71906571,0.014092549,0.019105478,1,0.311807718,437218324.6,0.082844276,0.007035093,2.134166667,1,7272353.296,-0.244966443,0.945,0.035714286,-2936.418884,0.022612544,0.074166667,0.589920619,0.513422819,48322.72763,,-0.005523637,0.36,-1.626179743,0.003325046,-0.02119061,-2.679796017,86.23073506,2.988922623,0.039245571,0.081666667,0.941124173,75,3570100.636,0.293017541,-0.966666667,-0.003498281,6,,1.656599553,0.273333333,57.56698581,0.68,9.892879796,0.058611111,-1.041423708,-0.006115766
600233.XSHG,-0.006391649,-0.197115385,-0.08,-1,-0.893417949,-0.643333333,0.396470917,0.345637584,9.11E-09,0.55,76599.41764,0.142550336,0.001446958,0.34,-0.011144131,-0.693602694,0.94586128,1.025544703,0.024908425,1.789709172,0.019904762,0.000383422,60.08187213,0.218433015,-0.97,0.524975282,88.43748117,72.13099407,144573.7092,,4.158718047,-0.883391061,-0.0036,0.96007326,0.21,0.212121212,-1.566550967,-0.67,-0.306666667,174.3068918,-0.324414716,-0.206317764,-602142,0.95,0.186644444,0.958577534,38.5394178,-0.097882095,0.296875,0.40625,0.703125,12.94,58.33333333,0.196666667,27.58094082,1,208.4523533,60,1.92,16015021.92,-0.416949153,-0.964751561,73.28822236,-0.6,0.968131868,3.291713961,66.81793357,6.65E-07,0.584686775,40147286.64,7.720636591,37.62992474,-0.484949833,0.777138047,0.689655172,0.628178161,0.281879195,79.97656021,69.77927556,57.38656721,6296394.817,38.36849983,-0.4778157,29987170,0.35625,1,-0.839709443,0.1375,-0.014538375,-0.387205387,-0.261672241,-0.673400673,1.79,66472436,29258684.25,209.5019837,2454224.433,-3.84,-0.54,2107019.595,-1,54.07505389,10,-0.101829619,0.327023832,1.65,-0.053888444,-0.562242421,1.162026953,151.1568123,-1132636.401,42.95532646,-0.161818645,-0.142109145,0.576866638,0.071142857,0.017456055,144.6428571,-0.072801995,0.726708075,-0.342281879,0.002649537,-1,0.248553167,0.030081301,13.56666667,0,70.62531982,0.83,0.526595745,0.815436242,74298007.55,90,814320.1613,1.121952471,-0.004636313,4.806682135,,-0.00842966,0.307167235,-0.863013699,-0.114975,13.48325993,1.98E-10,6.083223583,0.046369665,0.071451049,1,0.676378126,109592293.1,1.313162698,0.017802823,13.08458333,-1,282857.6637,-0.578595318,0.786666667,0.047619048,-2348.445606,0.207332741,0.5325,0.682730785,0.44966443,500.4677615,,0.002079425,2.08,-1.400557476,0.009941542,-0.020356225,-1.983396482,42.87714064,16.37076024,0.314306135,0.57,-0.009144153,100,114029.0223,0.452187564,-0.733333333,-0.003498282,7,,0.845581655,0.25,49.10350655,4.31,14.2797673,0.223888889,-0.064939263,-0.419979601
600271.XSHG,0.626516527,-1.478760046,-2.25,1,-0.953959055,-0.14,0.501683445,0.993288591,-9.47E-10,0.803333333,19195879.1,0.37852349,0.15733975,-1.21,-0.003866432,-0.498305085,93.59077663,0.959204316,-0.040795684,-3.72250423,0.248714286,-0.006705347,46.84787002,0.645126457,-0.850777778,1.04696037,-115.3878517,43.2580534,-2614778.135,,1.876995613,-1.207649683,-1.1155,0.981575864,0.526666667,0.225589226,-2.792969754,0.31,0.02,100.9806986,-0.839464883,-0.232001337,-27561162,0.383333333,0.0152,0.982088459,43.67099204,-0.042691989,0.381709742,0.236580517,0.618290258,28.29333333,50,0.646666667,50.17388243,-1,305.5850058,55,31.01,71769476.82,-0.09,0.613785376,60.97906746,-0.255102041,1.008728764,-0.865323189,60.71227544,5.38E-07,0.646236559,551827335.7,6.764236795,42.30592867,-0.983277592,0.07023569,0.620689655,0.769443181,0.023489933,7.853847573,63.55518146,139.3632376,23932271.48,42.67194359,-0.010238908,70556277,0.875,1,-1.423728814,0.153222537,0.196514821,-0.047138047,-0.002597547,-0.066666667,3.29,101608736,406403340.3,315.7598789,17286971.11,-6.93,-0.013333333,14181423.21,1,81.7643516,10,1.001429727,-0.738265582,3.78,-0.017698417,-0.968894065,1.101885793,169.4647202,-18753606.26,36.50306748,,-4.324966565,0.55098194,0.23306015,0.140625,144.4823663,-0.198849272,0.069264069,-0.804214337,0.001889563,1,1.009686842,0.078767507,28.03,4.079568442,52.53608583,2.07,4.49625,0.016778523,557790725.9,65,6412620.967,1.073237651,-0.123473281,-5.053521127,,-0.287147165,0.333333333,-0.095890411,-0.042202111,46.92345378,3.42E-11,42.05860905,0.013797615,0.237331002,-1,0.228277001,1968895845,1.861237478,0.006933448,27.94041667,-1,3721536.536,-0.020134228,0.345,0.047100176,-2236.187776,0.543553388,1.309166667,0.296081348,0.694630872,197.3782178,,-0.002796785,4.45,-3.462674813,0.038602581,0.276750045,-31.87654452,61.92299055,33.09050882,0.561909299,1.338333333,-0.321675001,75,0,0.008133688,-0.691666667,-0.003498282,8,,0.520067114,0.83,57.53080636,9.3,6.158060778,0.611388889,-1.433786863,-1.599710295
600276.XSHG,-0.631117911,-0.297478541,-0.07,-1,-0.952579344,-0.643333333,0.110687919,0.05033557,6.33E-08,0.963333333,-23304165.36,0.216017897,0.150800032,4.12,-0.00207555,-0.983164983,0.000588622,1.060588235,0.057127011,5.284671533,0.927857143,0.001493479,64.204548,3.834844801,-1.852811111,-0.762952247,478.5197867,83.53664105,844066.8388,,5.15163297,-1.869521963,-0.67896,0.95100758,0.123333333,0.96969697,-13.80991076,0.12,0.136666667,206.9700271,-0.933110368,-0.464290082,42450893,1.6,0.012266667,0.957499942,29.76688036,-0.085656584,0.300226757,0.399546485,0.699773243,62.82666667,66.66666667,0.91,276.0152977,-1,402.6801462,75,14.23,48249588.92,-0.945762712,-0.008453472,82.1673506,-0.979591837,0.982367351,1.794914018,66.25281433,7.21E-06,0.878120411,528441529.9,11.54661631,31.51099131,-0.040133779,0.976397306,0.724137931,0.682175126,0.795302013,67.1397942,75.16649866,-56.66957589,21603928.24,33.30687031,-0.518771331,203601621,0.075,1,-1.105569007,0.261280168,1.056530406,-0.95959596,-0.582318841,-0.858585859,4.15,191048042,504762630.1,359.5970507,8614596.404,-22.03,-0.683333333,6799141.723,-1,42.48408609,5,0.510632,-0.027189337,14.94,-0.01180463,-0.463507246,0.970169024,286.5962632,3069214.531,60.74476338,-0.879007717,-0.176199392,0.752915693,0.68162406,0.072998047,243.5779817,0.313315572,0.761403509,-0.94966443,0.002014023,1,0.035281555,0.051929825,72.2,0.207555002,71.96285445,2.53,0.0034375,0.490880112,1369911287,90,1945257.846,1.106878828,-0.0013413,-2.497028112,,-0.050298743,0.392491468,-0.270547945,-0.0084,43.90354109,1.08E-11,14.25282796,0.028298433,0.663356643,-1,0.350142752,1153177173,6.299999174,0.023746864,69.05489583,-1,7904.336111,-0.963087248,0.233333333,0.017748197,-2476.869031,1.208785335,2.623333333,0.93715426,0.922818792,99.93879012,,-0.003570742,10.36,-0.776648922,0.161141566,-0.908084759,-0.684210526,65.29027958,79.85344296,2.168138846,3.008333333,0.374745011,95,-33150.64965,0.028666985,-15971983,-0.003498282,8,,1.172304251,0.983333333,52.2432625,34.05,-47.17547856,2.178611111,-0.619495744,0.291051664
600297.XSHG,0.67434627,-0.238095238,-0.26,1,-0.372677996,-0.14,0.236862416,0.82885906,-2.24E-11,0.18,-18834107.78,0.004932886,0.011540145,-0.13,-0.001988072,-0.282828283,1.177127902,0.975,-0.025,-6.284658041,-0.036285714,-0.006965318,64.76496412,-0.046461442,-0.045066667,0.96982586,137.3303172,22.76207394,-2251076.525,,-0.992676973,,0.00528,1.010026298,0.026666667,0.02020202,-2.435982002,-0.12,-0.653333333,232.5312249,-0.003344482,0.018136771,1824201,0.316666667,0.0484,0.986090565,48.25326601,-0.281320064,0.405555556,0.188888889,0.594444444,5.356666667,75,0.15,10.91515949,1,184.196515,65,1.16,110020340.6,-0.18,0.07070133,54.6649384,-0.435714286,0.996055227,0.396039604,59.6747176,7.32E-09,0.503448276,43484002.83,5.396275444,45.9100617,-0.159866221,0.280538721,0.655172414,1.029112806,0.030201342,-11.95539033,59.75230184,-6.088613811,33471831.91,45.98197866,,249341989,0.240625,1,-0.595157385,0.1367713,-0.036819499,-0.063973064,-0.019264214,-0.333333333,0.72,379220770,75059184.48,299.4830926,12928296.14,-1.07,-0.17,14471797.97,1,47.76229319,10,0.124861068,-0.519227415,0.61,-0.209919722,-0.975721799,0.941118729,129.7297297,-2735629.097,26.71755725,-0.015342428,-0.294076179,0.972439181,0.044842105,0.113708496,138.4180791,-0.044385239,6.166666667,-0.25600665,0.004542807,1,0.252831446,3.576666667,5.056666667,6.284658041,56.8557933,0.48,1.98,0.793318453,155602958.8,60,2656040.254,1.08853312,0.220006869,0.72,,0.251916262,0.333333333,-0.342465753,-0.001461056,16.34564275,2.23E-10,32.78171085,0.014525325,0.055623543,-1,0.411023307,181122720.7,0.384657734,0.016254459,4.999479167,-1,1049038.027,-0.25083612,1.133333333,0.027613412,-2202.647507,0.081665422,0.239166667,0.183821427,0.583892617,12066.54308,,-0.000437168,0.83,-1.138418608,0.011047936,0.249797664,-1.712976063,55.69754211,6.816014837,0.153366347,0.23,-0.273010342,70,284839.7614,0.004300048,0.475,-0.003498282,5,,1.438545861,0.593333333,62.02665234,1.45,-34.04309812,0.111666667,-1.048299619,0.29246216
